Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
2.116656032324482,1.481810183407716,-3.1701191584718753,4.972653150412787,-1.6932503285868208,-2.888753870621455,-1.5360588145849088,4.4798131542633355,-0.6833532915617828,-6.482542351667625,3
-1.8206439829903514,1.6681546814845223,0.12938877843642727,2.458083995211464,0.7780043728539712,0.07523224227906866,-0.8048948880346161,-0.025486369915664664,0.5883693459388313,0.3498006709706205,2
-1.4796507009412394,4.746905872943212,-0.11807513206747289,0.8808975099765984,4.674451376947921,0.9434083287908495,2.618672896812272,-0.12266981181786796,-0.4646341345525048,-1.8722513281000817,2
-0.07363656657861428,-0.643308968653862,-1.6559429394365421,-0.1382819817170714,2.4362865843221764,1.26726151607884,3.195949432953388,-1.1240834788902327,2.0440767224435312,2.7726858813852004,1
-1.1262131954548715,-1.6561409852733555,-1.0038573609611796,-4.031587733239071,-0.2331069240388257,3.0256420850898293,3.8794130263700497,1.5465567241321567,-0.7558899251000273,-1.15637928198948,3
-0.8875051651086251,0.6819464950415463,-0.7081895806311673,0.8587079049715645,2.417723402933464,-1.51597096558217,-0.07387004229680671,1.3839380363349756,1.1201609126730525,0.914838758011584,0
-1.9063889605271642,1.2909105036880586,0.8327112555239999,0.08517664194532637,-0.8349726440605554,1.9726324176117207,0.9277455263567015,-0.4055559134599487,0.5975212120974174,-0.6279345897835893,3
1.8586699931423594,2.8951172301675117,2.7845268534255356,-0.5287580687938216,2.1084581822522663,-0.546199276718571,-2.0625679150262695,-1.2661689054463288,-1.8278011093942919,0.3110613079105248,2
1.6544504471620902,-5.490809279619072,-3.732324509713408,0.27080449807697904,0.6989209057674742,-1.0764273047006467,0.6822803176648021,-2.6046919889956994,-2.0678084046666068,2.798998072820079,0
3.614654532704936,1.3039214051891346,0.3455514541354594,0.08082560996856514,0.7524130638962786,3.1944196926190864,3.326317893851866,-5.696942789476468,0.4865319590523077,1.4492735731325086,1
1.9808010784905252,1.285900950971655,1.2108405353224558,-1.1878554008609572,2.6562842109101803,-2.0488990438329244,-1.01723470777157,-2.793527602921092,-3.6181897296883494,-0.8709757670143139,2
1.1838430366199733,0.31527652751786994,-0.5846414255084607,1.019146574925974,0.8560530277954592,0.8948488008926786,-1.028703505641688,1.1760395810614237,-2.2809216729094954,-0.36127285340340687,0
2.1233973498183936,0.08671104115851586,0.9577737486809279,0.5855653950480979,-1.4025270416207969,0.3932748331094513,-2.9200549967402814,0.631169380001334,-2.8379579010044678,-0.9495090535493629,3
0.4022658373643928,-0.8416188810668174,-0.2512386809829743,-1.3958128936341236,-0.7976933280951691,-0.9405802565870426,-0.45018064606826375,1.8140485196008034,-1.4163989076048176,-2.0373235330667256,1
-1.9298260229493862,-1.9675637967672914,-3.0361789667113426,0.1624966379753201,0.3637319094547813,-0.2830034659816749,2.095548820952757,1.91962965058811,0.33128348163939114,-0.9056074151975759,1
2.3288557552615337,-4.574483616089982,-3.98211561512547,-3.9769642241834178,0.3356665294912424,-0.16397284101233645,4.2212474945411245,1.1103664531721802,-2.2244126840756078,-2.0450382173737034,1
-0.37063904501931955,2.450461396529968,-0.09522902357891905,-0.699361235783796,4.1941498411672145,0.12065504979212216,2.3185251578067394,1.9596622678368711,2.8024830819704967,1.4566599346868232,3
0.20381391084840406,1.5352217853218366,2.1506132228850237,0.23693648193452144,1.0500651469076743,1.1900167945376081,-1.8354299068518591,-1.88694491112353,-1.8635764024824861,1.549929844163131,2
